claim_id,vehicle_id,claim_date,claim_amount,claim_status,component
W30517,V12213,2022-05-18,3135,Approved,Transmission
W30518,V17555,2024-03-21,14960,Approved,Engine
W30519,V14111,2022-10-23,13968,Approved,Battery
W30520,V16440,2024-07-04,4855,Rejected,Battery
W30521,V13565,2023-06-10,4345,Approved,AC
W30522,V13298,2022-05-02,9335,Approved,AC
W30523,V17990,2023-01-21,4730,Rejected,Engine
W30524,V11880,2023-05-15,14833,Approved,Transmission
W30525,V10887,2022-07-24,14505,Approved,Transmission
W30526,V18084,2022-03-05,2154,Approved,AC
W30527,V13784,2023-05-10,1992,Approved,Engine
W30528,V15497,2024-05-23,2430,Rejected,AC
W30529,V17757,2024-06-02,6287,Rejected,AC
W30530,V16617,2022-06-10,5921,Approved,AC
W30531,V10781,2022-01-30,7471,Rejected,Transmission
W30532,V12714,2023-04-17,2610,Approved,Suspension
W30533,V16893,2023-10-04,4796,Approved,AC
W30534,V15943,2024-04-16,1366,Rejected,Brake Pad
W30535,V18603,2024-09-18,9357,Approved,Brake Pad
W30536,V10958,2024-07-03,10374,Approved,AC
W30537,V17975,2024-06-21,3981,Rejected,Brake Pad
W30538,V10473,2023-08-07,9221,Approved,AC
W30539,V19773,2022-06-23,9826,Rejected,Battery
W30540,V17952,2022-10-17,5498,Approved,Battery
W30541,V16598,2023-11-03,3504,Rejected,Suspension
W30542,V16036,2024-04-05,10170,Approved,AC
W30543,V11841,2022-07-21,12375,Approved,Transmission
W30544,V11063,2022-01-12,8249,Approved,Suspension
W30545,V13626,2022-11-06,5119,Approved,Suspension
W30546,V17453,2023-08-27,13677,Approved,Battery
W30547,V11210,2022-11-25,7602,Approved,Engine
W30548,V18057,2022-08-01,13341,Approved,AC
W30549,V11929,2022-01-30,10107,Approved,AC
W30550,V18609,2024-08-25,12306,Approved,AC
W30551,V16448,2023-06-05,4084,Rejected,AC
W30552,V11484,2022-03-03,4513,Rejected,Engine
W30553,V19445,2022-02-03,8551,Approved,Transmission
W30554,V15183,2023-12-05,12452,Approved,AC
W30555,V18845,2023-01-17,10978,Approved,Brake Pad
W30556,V14521,2022-09-20,1394,Approved,Transmission
W30557,V16674,2022-09-25,5853,Approved,Brake Pad
W30558,V13276,2022-08-22,5622,Approved,Battery
W30559,V18704,2023-08-16,9763,Rejected,Suspension
W30560,V14954,2023-04-11,9812,Approved,Transmission
W30561,V17831,2023-04-23,1529,Rejected,Battery
W30562,V15348,2022-04-17,1339,Rejected,Suspension
W30563,V16836,2024-07-06,8310,Approved,Transmission
W30564,V12922,2023-01-18,5641,Rejected,Battery
W30565,V10059,2024-06-25,10692,Approved,Transmission
W30566,V16108,2024-06-23,5342,Rejected,AC
W30567,V17157,2023-06-02,6738,Approved,AC
W30568,V13648,2022-12-13,8292,Approved,Transmission
W30569,V13251,2024-05-16,14119,Approved,Transmission
W30570,V19120,2023-08-22,4672,Approved,Transmission
W30571,V13632,2022-03-02,10211,Approved,Transmission
W30572,V14793,2023-01-01,7618,Approved,Brake Pad
W30573,V13939,2024-06-09,10011,Approved,Engine
W30574,V13729,2022-12-19,14440,Rejected,Suspension
W30575,V15767,2024-08-08,1506,Approved,Battery
W30576,V15040,2022-04-23,3376,Approved,Transmission
W30577,V13783,2024-03-22,14997,Approved,Suspension
W30578,V16376,2023-02-08,1356,Rejected,Suspension
W30579,V14188,2022-12-01,3157,Approved,Battery
W30580,V19579,2023-06-29,7455,Approved,AC
W30581,V18035,2024-07-09,14050,Approved,Battery
W30582,V11174,2022-02-25,11749,Rejected,Brake Pad
W30583,V14593,2024-02-13,12975,Approved,Transmission
W30584,V14924,2024-05-27,4703,Approved,Suspension
W30585,V12368,2024-07-13,6557,Approved,AC
W30586,V10797,2022-11-22,5019,Approved,AC
W30587,V18828,2024-08-15,13875,Approved,Battery
W30588,V18756,2023-04-02,6907,Rejected,Engine
W30589,V13216,2023-07-18,14878,Rejected,Suspension
W30590,V16523,2022-08-29,7228,Rejected,AC
W30591,V12097,2024-08-02,14385,Approved,Engine
W30592,V16524,2022-12-10,8168,Rejected,Battery
W30593,V14937,2023-02-18,12112,Approved,Transmission
W30594,V13013,2022-02-02,2836,Approved,Battery
W30595,V10016,2023-04-29,11920,Approved,Engine
W30596,V17728,2023-05-24,4309,Approved,Engine
W30597,V18338,2022-02-11,14052,Rejected,Transmission
W30598,V13743,2022-12-17,2042,Approved,AC
W30599,V15455,2023-02-03,11688,Approved,Battery
W30600,V17421,2022-01-25,1452,Approved,AC
W30601,V14422,2023-02-08,4623,Rejected,AC
W30602,V15021,2023-10-23,3296,Rejected,AC
W30603,V11853,2022-04-20,11564,Rejected,Transmission
W30604,V12058,2023-02-13,8739,Approved,Suspension
W30605,V15335,2023-08-17,3009,Approved,Battery
W30606,V19906,2022-06-20,14053,Approved,Transmission
W30607,V17971,2023-09-05,9133,Approved,Engine
W30608,V13424,2023-04-11,13664,Approved,Brake Pad
W30609,V15614,2022-07-31,14052,Rejected,Suspension
W30610,V14209,2023-02-23,11844,Approved,AC
W30611,V11537,2024-08-28,7440,Approved,Brake Pad
W30612,V12696,2022-09-10,4700,Approved,Transmission
W30613,V17065,2024-01-02,14884,Approved,Transmission
W30614,V14675,2022-08-26,7679,Rejected,Brake Pad
W30615,V13943,2024-08-09,13517,Approved,AC
W30616,V15962,2023-02-13,12262,Approved,Suspension
W30617,V16993,2022-09-22,4101,Approved,Suspension
W30618,V14356,2022-07-13,6112,Approved,Engine
W30619,V13351,2023-01-02,14902,Rejected,Engine
W30620,V13925,2022-06-10,9563,Rejected,Engine
W30621,V14442,2022-09-13,4292,Rejected,Transmission
W30622,V15786,2023-08-13,1244,Approved,Engine
W30623,V15182,2022-02-13,14592,Rejected,AC
W30624,V18374,2024-04-13,3359,Approved,Brake Pad
W30625,V16900,2023-04-16,9487,Approved,Battery
W30626,V18579,2023-07-30,6176,Approved,Brake Pad
W30627,V17672,2024-08-13,7639,Approved,Transmission
W30628,V19974,2022-01-14,1469,Approved,Brake Pad
W30629,V13583,2024-07-27,8084,Rejected,Battery
W30630,V14522,2024-08-31,4339,Approved,Suspension
W30631,V11290,2023-06-22,9099,Approved,Engine
W30632,V11815,2024-07-11,12691,Approved,Engine
W30633,V14293,2022-03-23,4573,Rejected,Engine
W30634,V16296,2022-04-13,12057,Approved,Transmission
W30635,V10151,2023-02-20,5965,Approved,AC
W30636,V16780,2023-10-16,8726,Approved,Battery
W30637,V16122,2022-12-01,4139,Approved,Suspension
W30638,V18047,2022-12-23,12713,Rejected,Transmission
W30639,V15235,2024-05-27,8723,Rejected,Battery
W30640,V10708,2022-10-12,12242,Approved,Battery
W30641,V12386,2022-06-07,12832,Approved,Engine
W30642,V17175,2022-12-24,8675,Approved,Engine
W30643,V10398,2022-11-03,6618,Approved,Suspension
W30644,V10475,2023-08-12,10456,Rejected,Engine
W30645,V15460,2023-07-26,8536,Approved,Transmission
W30646,V14444,2023-11-07,10169,Approved,Suspension
W30647,V13073,2024-07-12,9782,Approved,Engine
W30648,V19954,2023-11-29,1080,Approved,Engine
W30649,V13927,2022-10-19,6029,Approved,AC
W30650,V10013,2023-03-09,10758,Approved,Engine
W30651,V17297,2023-12-09,9684,Approved,Suspension
W30652,V15393,2023-11-23,5598,Approved,Transmission
W30653,V19605,2022-07-30,4929,Approved,Battery
W30654,V10786,2022-10-15,5956,Approved,Suspension
W30655,V17406,2022-12-09,4767,Rejected,Engine
W30656,V13164,2023-09-20,2339,Approved,Battery
W30657,V18569,2022-12-03,12517,Approved,Battery
W30658,V19752,2023-07-14,4052,Approved,Suspension
W30659,V17136,2023-12-04,6094,Rejected,Transmission
W30660,V14888,2024-08-02,6728,Rejected,Battery
W30661,V15897,2022-08-07,1013,Rejected,Battery
W30662,V17840,2024-05-17,8755,Approved,AC
W30663,V13462,2022-10-15,13497,Approved,Brake Pad
W30664,V11160,2023-01-28,7214,Approved,Engine
W30665,V19191,2022-01-05,8309,Rejected,Battery
W30666,V18202,2023-04-26,1170,Rejected,Suspension
W30667,V15879,2024-05-27,2335,Approved,Battery
W30668,V18844,2023-12-02,9684,Approved,Battery
W30669,V10388,2024-07-29,6578,Approved,AC
W30670,V11003,2022-07-20,13882,Approved,Suspension
W30671,V17217,2024-04-12,14033,Approved,Battery
W30672,V18948,2023-03-05,8564,Approved,Suspension
W30673,V17872,2024-05-11,2798,Approved,Engine
W30674,V17443,2024-04-22,12529,Approved,AC
W30675,V10022,2024-09-13,2648,Approved,Engine
W30676,V17279,2022-08-27,1678,Approved,Battery
W30677,V13430,2024-02-19,2063,Rejected,Battery
W30678,V17095,2022-01-06,8982,Approved,Suspension
W30679,V10723,2022-03-27,4506,Approved,Suspension
W30680,V14287,2022-04-11,10995,Rejected,Battery
W30681,V10170,2024-03-13,1776,Approved,Transmission
W30682,V15567,2024-05-14,14095,Rejected,Battery
W30683,V15617,2022-05-17,7292,Approved,Transmission
W30684,V14610,2023-06-25,12866,Approved,AC
W30685,V19483,2024-02-02,1952,Approved,Brake Pad
W30686,V11931,2024-02-21,10151,Approved,Battery
W30687,V11039,2023-12-24,8916,Approved,Battery
W30688,V19440,2024-06-03,8343,Rejected,Brake Pad
W30689,V18875,2022-06-01,13143,Approved,AC
W30690,V16176,2024-08-10,13718,Approved,Battery
W30691,V15552,2022-11-04,10898,Approved,Battery
W30692,V11074,2024-02-26,6918,Rejected,Suspension
W30693,V17695,2022-09-14,14546,Rejected,Battery
W30694,V12814,2023-03-07,12319,Approved,Battery
W30695,V10934,2022-10-27,5090,Rejected,Battery
W30696,V18607,2024-05-31,4174,Approved,Transmission
W30697,V12393,2024-04-13,12159,Approved,Battery
W30698,V16445,2023-07-21,3524,Rejected,Brake Pad
W30699,V17627,2022-02-20,13067,Approved,Battery
W30700,V18476,2023-06-13,13426,Approved,Brake Pad
W30701,V12515,2023-02-13,4107,Approved,Suspension
W30702,V13091,2024-09-18,5468,Approved,Engine
W30703,V12096,2024-07-26,14743,Approved,Brake Pad
W30704,V14124,2024-02-11,7492,Rejected,Transmission
W30705,V19522,2023-08-13,3836,Rejected,Engine
W30706,V14714,2022-05-02,1372,Approved,Suspension
W30707,V14790,2023-02-25,4068,Approved,AC
W30708,V14227,2024-02-21,13031,Approved,Battery
W30709,V11479,2022-05-14,9859,Rejected,AC
W30710,V11989,2022-01-10,4564,Rejected,Brake Pad
W30711,V19977,2023-08-11,11390,Approved,Transmission
W30712,V11033,2024-07-15,1228,Approved,Engine
W30713,V11460,2023-02-21,8712,Rejected,AC
W30714,V10836,2023-05-15,10168,Approved,Engine
W30715,V11718,2023-12-27,10742,Approved,Battery
W30716,V14217,2023-02-06,5296,Rejected,Transmission
W30717,V15747,2022-02-17,13056,Approved,Transmission
W30718,V14286,2023-06-13,1579,Approved,Battery
W30719,V16030,2024-01-09,13267,Approved,Engine
W30720,V16505,2023-11-21,4527,Rejected,Transmission
W30721,V19581,2023-01-08,5015,Rejected,Battery
W30722,V12207,2023-03-16,3766,Rejected,Suspension
W30723,V12690,2023-01-26,12624,Rejected,Battery
W30724,V13373,2023-03-07,4958,Rejected,Suspension
W30725,V15105,2024-08-23,7492,Approved,AC
W30726,V14022,2024-02-06,4770,Rejected,Engine
W30727,V10434,2022-12-25,10692,Approved,Battery
W30728,V14493,2024-02-09,5287,Approved,Engine
W30729,V16628,2023-12-18,8717,Approved,Brake Pad
W30730,V14686,2024-09-24,9977,Approved,Battery
W30731,V15665,2022-08-17,3208,Rejected,Battery
W30732,V16893,2023-10-13,11326,Approved,Brake Pad
W30733,V16948,2024-01-07,13232,Approved,Transmission
W30734,V10597,2024-01-03,3694,Approved,Battery
W30735,V17820,2024-06-21,4792,Approved,Transmission
W30736,V10352,2024-06-17,3643,Approved,Battery
W30737,V14361,2022-10-11,11065,Approved,Brake Pad
W30738,V12902,2023-01-28,11599,Approved,Brake Pad
W30739,V17421,2023-03-01,7262,Approved,Engine
W30740,V16621,2022-09-06,9132,Rejected,Battery
W30741,V15462,2022-10-09,12494,Approved,AC
W30742,V16092,2022-04-05,12600,Approved,Brake Pad
W30743,V11611,2022-07-17,6905,Rejected,Suspension
W30744,V15454,2022-01-10,3145,Approved,Suspension
W30745,V17070,2023-08-02,12622,Rejected,Battery
W30746,V16680,2023-07-07,4027,Rejected,AC
W30747,V11239,2023-06-16,3561,Approved,Battery
W30748,V19834,2023-04-17,4240,Approved,Suspension
W30749,V15343,2022-06-28,2328,Rejected,Engine
W30750,V11742,2024-09-02,1268,Rejected,Engine
W30751,V11424,2022-07-16,8647,Approved,Suspension
W30752,V15150,2022-04-25,12681,Approved,AC
W30753,V12467,2024-04-27,7331,Rejected,Engine
W30754,V12133,2023-11-06,7819,Approved,Battery
W30755,V11938,2023-01-19,13561,Rejected,Brake Pad
W30756,V15120,2023-10-23,14998,Rejected,AC
W30757,V13391,2022-05-29,4507,Approved,Engine
W30758,V15044,2024-09-13,11457,Rejected,Brake Pad
W30759,V14536,2023-08-24,5608,Rejected,Battery
W30760,V12587,2024-01-25,4553,Rejected,AC
W30761,V17370,2023-05-28,3248,Rejected,Engine
W30762,V17313,2024-06-06,8680,Rejected,Suspension
W30763,V15634,2022-09-15,9719,Rejected,Brake Pad
W30764,V12937,2023-09-21,6576,Rejected,Brake Pad
W30765,V13266,2022-08-09,14527,Rejected,Suspension
W30766,V18939,2023-07-20,10214,Rejected,AC
W30767,V16237,2022-08-20,6299,Rejected,AC
W30768,V16066,2023-04-21,6922,Approved,Suspension
W30769,V13204,2023-06-25,10745,Rejected,AC
W30770,V11355,2023-10-02,9827,Approved,Brake Pad
W30771,V19066,2023-01-21,8849,Approved,Suspension
W30772,V17240,2023-10-23,12068,Approved,AC
W30773,V11813,2024-04-02,9474,Approved,Battery
W30774,V12249,2024-07-21,13133,Approved,Suspension
W30775,V10410,2022-08-18,1642,Approved,Battery
W30776,V16650,2023-01-18,2116,Rejected,Suspension
W30777,V15074,2023-03-23,1736,Approved,Brake Pad
W30778,V15365,2024-02-29,8166,Approved,Brake Pad
W30779,V15947,2023-06-22,3884,Rejected,Brake Pad
W30780,V19463,2023-05-31,8523,Approved,Suspension
W30781,V18037,2022-05-16,7029,Rejected,Suspension
W30782,V11055,2022-01-02,6359,Approved,Brake Pad
W30783,V15474,2023-11-18,1209,Approved,Brake Pad
W30784,V14968,2024-09-06,14549,Rejected,Suspension
W30785,V15301,2024-05-11,5464,Approved,Battery
W30786,V12175,2023-12-27,13401,Approved,Engine
W30787,V18624,2023-11-01,11366,Approved,Engine
W30788,V14456,2024-03-06,3489,Approved,Battery
W30789,V18258,2023-10-28,1617,Rejected,Brake Pad
W30790,V15930,2022-08-05,3095,Approved,Suspension
W30791,V13098,2023-10-17,1865,Approved,AC
W30792,V19349,2023-12-16,14880,Approved,Engine
W30793,V19404,2024-04-28,5161,Rejected,AC
W30794,V13867,2024-08-27,3848,Approved,AC
W30795,V17206,2022-05-04,4024,Rejected,Engine
W30796,V17404,2022-08-05,6522,Approved,Brake Pad
W30797,V11532,2023-12-07,10874,Approved,Engine
W30798,V16594,2024-02-23,6427,Rejected,Engine
W30799,V10710,2023-07-09,5120,Approved,Brake Pad
W30800,V10285,2022-06-30,3465,Approved,Transmission
W30801,V12973,2024-04-21,5135,Rejected,Transmission
W30802,V17308,2024-06-12,3065,Rejected,Battery
W30803,V11005,2023-10-22,5052,Approved,Suspension
W30804,V18456,2022-02-23,2927,Approved,Suspension
W30805,V18638,2023-03-22,11756,Approved,Brake Pad
W30806,V19629,2022-08-09,11462,Approved,Brake Pad
W30807,V16141,2022-08-13,7824,Rejected,Battery
W30808,V14549,2022-05-04,13522,Rejected,Brake Pad
W30809,V14985,2022-08-05,13356,Rejected,Transmission
W30810,V12086,2022-04-02,9974,Rejected,Brake Pad
W30811,V16400,2024-05-14,4984,Rejected,Battery
W30812,V15706,2022-11-02,12298,Approved,Transmission
W30813,V11762,2024-08-17,9651,Approved,AC
W30814,V16901,2024-03-29,9514,Approved,Battery
W30815,V17888,2022-04-08,12083,Approved,Brake Pad
W30816,V18854,2023-04-08,4345,Approved,Transmission
W30817,V16810,2023-12-15,10245,Approved,Brake Pad
W30818,V12890,2024-07-04,2679,Rejected,Brake Pad
W30819,V18639,2023-10-22,11233,Rejected,Battery
W30820,V13978,2023-01-11,6693,Rejected,AC
W30821,V13702,2023-12-07,13791,Approved,Transmission
W30822,V14336,2022-12-21,1740,Approved,Brake Pad
W30823,V19052,2022-07-08,6358,Approved,Transmission
W30824,V17479,2024-07-28,6472,Approved,Engine
W30825,V15820,2024-04-21,13497,Rejected,Engine
W30826,V14896,2023-10-12,1068,Approved,Battery
W30827,V19280,2024-08-20,6201,Approved,Transmission
W30828,V17821,2023-07-23,14396,Approved,Transmission
W30829,V18032,2024-05-02,6909,Approved,AC
W30830,V13858,2023-06-23,1466,Approved,Brake Pad
W30831,V19143,2022-05-20,7744,Approved,Battery
W30832,V19229,2022-04-18,6145,Rejected,AC
W30833,V12398,2022-11-20,12313,Approved,Engine
W30834,V11385,2022-04-03,4616,Approved,Battery
W30835,V19986,2023-10-13,3035,Rejected,Brake Pad
W30836,V12655,2023-07-04,10435,Rejected,Suspension
W30837,V18120,2024-02-21,13071,Approved,Battery
W30838,V16245,2024-03-04,1226,Rejected,AC
W30839,V10281,2023-05-10,8539,Approved,Suspension
W30840,V11557,2023-12-20,10540,Rejected,Brake Pad
W30841,V11234,2023-06-07,5827,Approved,Transmission
W30842,V10360,2022-11-26,13358,Approved,Battery
W30843,V12654,2024-07-21,4911,Rejected,Engine
W30844,V16793,2023-09-01,6786,Approved,Suspension
W30845,V14181,2022-06-12,5365,Rejected,Brake Pad
W30846,V11845,2023-05-08,5044,Rejected,AC
W30847,V11264,2023-01-30,8067,Approved,Brake Pad
W30848,V19312,2022-02-24,2039,Approved,Engine
W30849,V17688,2023-02-13,9395,Rejected,Engine
W30850,V10504,2023-02-05,7419,Approved,Battery
W30851,V12757,2023-10-10,6475,Approved,Transmission
W30852,V15265,2023-06-12,9962,Approved,AC
W30853,V18675,2023-07-12,10782,Approved,Brake Pad
W30854,V17523,2024-06-19,3654,Approved,AC
W30855,V16000,2022-08-26,6028,Approved,Battery
W30856,V13812,2023-06-05,1186,Rejected,Suspension
W30857,V11270,2023-09-14,6894,Approved,Suspension
W30858,V15351,2023-10-16,3265,Approved,AC
W30859,V11418,2023-06-22,13721,Rejected,AC
W30860,V14957,2024-07-06,9324,Rejected,Battery
W30861,V10494,2023-10-25,1390,Rejected,Transmission
W30862,V15350,2024-08-01,6940,Rejected,Battery
W30863,V10097,2022-05-15,6235,Approved,Suspension
W30864,V11131,2023-06-10,1115,Rejected,Engine
W30865,V15146,2023-04-11,6176,Rejected,Brake Pad
W30866,V11317,2022-02-20,14831,Approved,Transmission
W30867,V17435,2024-01-20,8386,Approved,AC
W30868,V19313,2022-11-12,13030,Rejected,Transmission
W30869,V17602,2022-10-08,9493,Approved,AC
W30870,V18712,2023-04-22,13683,Approved,Suspension
W30871,V17356,2024-01-29,5087,Approved,Battery
W30872,V13047,2022-03-24,4064,Rejected,Transmission
W30873,V15881,2022-12-15,4174,Rejected,Brake Pad
W30874,V15391,2023-05-23,7690,Approved,Brake Pad
W30875,V10873,2023-07-05,7863,Rejected,Brake Pad
W30876,V16120,2023-04-07,12157,Approved,Transmission
W30877,V14058,2022-02-01,11180,Approved,Brake Pad
W30878,V19139,2024-04-14,1421,Rejected,AC
W30879,V16465,2024-04-08,3683,Approved,Suspension
W30880,V17909,2024-05-03,3807,Approved,Engine
W30881,V13648,2023-08-13,3774,Approved,Brake Pad
W30882,V12062,2022-10-08,8026,Approved,Engine
W30883,V17871,2022-10-19,7030,Rejected,Engine
W30884,V16510,2023-07-02,6178,Rejected,Engine
W30885,V17351,2022-08-29,13564,Approved,Brake Pad
W30886,V18052,2024-03-13,11293,Approved,Transmission
W30887,V17930,2022-12-06,5653,Approved,Battery
W30888,V16428,2022-05-16,8100,Rejected,Transmission
W30889,V11918,2022-10-06,13380,Approved,Suspension
W30890,V11948,2024-09-11,4856,Rejected,Suspension
W30891,V13059,2023-06-01,1628,Approved,Brake Pad
W30892,V18780,2022-05-23,9236,Rejected,Transmission
W30893,V19246,2023-11-06,1794,Approved,Suspension
W30894,V16616,2024-07-09,11286,Approved,Brake Pad
W30895,V18728,2022-08-31,7584,Approved,Suspension
W30896,V11331,2023-09-16,3531,Approved,Brake Pad
W30897,V19619,2022-09-29,3509,Rejected,Brake Pad
W30898,V16431,2023-09-05,11934,Rejected,Brake Pad
W30899,V15516,2023-04-04,14337,Rejected,Engine
W30900,V18249,2023-07-21,1340,Approved,Engine
W30901,V19344,2022-12-03,14079,Approved,Engine
W30902,V15649,2024-03-11,12098,Approved,Transmission
W30903,V10466,2024-06-06,1152,Approved,Suspension
W30904,V10313,2022-02-16,2681,Rejected,Brake Pad
W30905,V17841,2022-04-05,14800,Rejected,Engine
W30906,V13192,2022-05-03,2013,Rejected,Engine
W30907,V12435,2022-05-23,3152,Approved,AC
W30908,V12152,2023-12-10,5997,Rejected,Engine
W30909,V13487,2024-07-12,5857,Approved,Suspension
W30910,V17268,2023-03-05,11844,Approved,Suspension
W30911,V18587,2024-03-29,9860,Approved,Engine
W30912,V18245,2024-06-24,5951,Approved,Brake Pad
W30913,V14323,2024-05-25,9149,Rejected,Engine
W30914,V15208,2023-03-26,1525,Approved,AC
W30915,V18015,2022-06-22,2585,Approved,Suspension
W30916,V19441,2022-05-23,5116,Approved,Battery
W30917,V12426,2023-01-17,12910,Approved,Brake Pad
W30918,V15099,2023-08-17,11869,Approved,Brake Pad
W30919,V16487,2022-03-26,1568,Rejected,Engine
